No,Drug_name,SMILES,initial_weight,BET,1h (20%RH end),2h (30%RH end),3h (40%RH end),4h (50%RH end),5h (60%RH end),6h (70%RH end),9h (80%RH end),10h (70%RH end),11h (60%RH end),12h (50%RH end),13h (40%RH end),14h (30%RH end),15h (20%RH end)
270,Salmeterol Xinafoate,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,37.2572,0.67,0.05265353,0.049263451,0.042307242,0.030804192,0.044928443,0.042291789,0.045674518,0.045345026,0.030462658,0.0232386,0.028552434,0.01260981,0.0305209
271,Quinapril Hydrochloride,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O.Cl,51.2765,23.13,0.652498966,0.86214825,1.200739325,1.640310481,2.650556791,6.754275054,10.6099814,9.975249626,9.384431233,9.015083582,8.690607744,8.398428565,8.097441437
272,Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,58.0584,0.05,0.019933091,0.026776261,0.026132974,0.028198864,0.027278686,0.028409704,0.023058786,0.026134744,0.017579454,0.025113857,0.009413677,0.015914026,0.015054596
273,Leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,50.1344,0.38,0.00105562,0.006521642,0.017924918,0.032192008,0.045686785,0.057512972,0.063066774,0.046448261,0.031888241,0.024135201,0.008734544,0.013750267,0.007276648
274,Epristeride,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,43.4493,3.12,0.083172742,0.108394834,0.161511456,0.212815419,0.250159004,0.32293214,0.371912072,0.340981044,0.311306635,0.272710843,0.208345704,0.173820224,0.124470945
275,Calcium Dobesilate,OC1=CC=C(C=C1S(=O)(=O)[O-])O.O.[Ca+2],53.7654,3.38,0.021092375,0.045743042,0.102274003,0.242721085,0.905525426,3.489065852,8.785810688,8.63718975,8.358454101,8.183334934,8.095342246,8.05516212,7.931016387
276,Pantoprazol Sodium,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC.O,51.8606,4.27,0.118785385,0.150667192,0.177517545,0.206266389,0.258393796,0.352078126,0.422594397,0.356262164,0.307620796,0.21918448,0.166322268,0.149202323,0.124689165
277,Trimebutine Maleate,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=C\C(=O)O)\C(=O)O,55.1141,0.47,0.023194496,0.029064327,0.034808372,0.033673983,0.020030978,0.027745358,0.026615421,0.011491322,0.011439164,0.033880207,0.041967526,0.028474695,0.010190236
278,Hydroxychloroquine Sulfate,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,39.1762,0.96,0.011137846,0.032536859,0.04277005,0.056656176,0.10196382,0.131850727,0.30116884,0.164528701,0.140460915,0.115703739,0.091090844,0.079982969,0.070235757
279,Moclobemide,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,43.9205,0.24,0.003043777,0.005605162,0.008111128,0.01104159,0.022290735,0.037524752,0.060267785,0.056982666,0.053775474,0.039748907,0.034589941,0.025467172,0.026468611
280,Oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],56.7994,1.01,0.126937861,0.130702952,0.08899837,0.057139712,0.048648447,0.087337327,0.102672309,0.1048576,0.076199557,0.054343616,0.054066641,0.033230279,0.002127104
281,Nitrendipine,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,42.2305,0.17,0.003042805,0.010713314,0.016420643,0.022226564,0.031130277,0.073589435,0.139495288,0.105394867,0.116328232,0.093651833,0.078332089,0.077426519,0.064491742
282,Nicardipine Hydrochloride,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,54.1302,3.09,0.078742732,0.111298923,0.148802925,0.189178583,0.243292257,0.329224636,0.379828939,0.31443676,0.273215652,0.211526045,0.157563435,0.118935724,0.098572032
283,Pidotimod,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O,59.9785,0.43,0.037571824,0.039125281,0.02107304,0.021119892,0.024597701,0.036596489,0.048389975,0.027571675,0.029137297,0.02225676,0.020537938,0.007187668,0
284,Methazolamide,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,55.3611,2.13,0.286332636,0.320815424,0.264213976,0.035269369,0.053487283,0.102323403,0.157247247,0.130138571,0.092472521,0.054616877,0.035381619,0.03027394,0.000359045
285,Atorvastatin Calcium,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],53.0893,4.65,0.118337018,0.149118515,0.193839171,0.225467439,0.274694943,0.352228133,0.447244698,0.370176406,0.327738794,0.259089692,0.223553871,0.192100785,0.154950608
286,Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,52.2431,0.65,0.053533167,0.059584947,0.043458445,0.029495233,0.032755762,0.056936099,0.108469287,0.067730506,0.041954067,0.016107539,0.008231327,0,0
287,Clebopride,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N.C(C(C(=O)O)O)C(=O)O,48.351,1.02,0.020232062,0.030476758,0.037486752,0.062304759,0.075404801,0.099360472,0.121910588,0.11130518,0.089967246,0.075879828,0.052764605,0.039132595,0.024120985
288,Ibudilast,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,42.3477,9.02,0.163983418,0.292083325,0.48030112,0.649173371,0.813112624,0.718136259,0.796842453,0.755085939,0.742173865,0.74340826,0.720919703,0.702454573,0.660179237
289,Zinc Acexamate,CC(=O)NCCCCCC(=O)[O-].CC(=O)NCCCCCC(=O)[O-].[Zn+2],54.8063,0.91,0.01112069,0.023776097,0.030444958,0.036242117,0.040654625,0.064608285,0.069612327,0.029491099,0.022590914,0.005070817,0.002971418,0.010014393,0.003190402
290,"Betamethasone 17, 21 - Dipropionate",CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC,47.1642,1.92,0.28168063,0.228615036,0.154907415,0.23580048,0.31990117,0.406063989,0.436247262,0.343616781,0.268991517,0.19145616,0.113871706,0.04703301,0.005084372
291,Losartan Potassium,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],55.6724,3.46,0.030331518,0.071725184,0.130479411,0.151234874,0.201151896,0.291940369,7.320664646,5.023248647,2.360230022,1.483040363,1.058756555,0.806067139,0.649696646
292,Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,50.0897,0.43,0.069721367,0.069607854,0.072703805,0.102514336,0.128438522,0.1619899,0.208704025,0.20207376,0.166690828,0.154735449,0.13047335,0.065827202,0.053440933
293,Ambroxol Hydrochloride,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,53.059,2.4,0.034428353,0.075711365,0.117523493,0.142897771,0.200681104,0.234973842,0.301541354,0.262443083,0.24303188,0.223096022,0.200880873,0.164594287,0.144203511
294,Lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,57.6691,0.91,0.021183729,0.035223267,0.032949353,0.053460568,0.065790925,0.039140332,0.069405439,0.078034593,0.065360466,0.051410302,0.038263855,0.021389822,0.00845755
295,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,56.5983,0.32,0.002030563,0.020726557,0.023334924,0.025955943,0.048714827,0.062283127,0.083326672,0.067479673,0.082327294,0.022173513,0.014289194,0.008159268,0.012362572
296,Erdosteine,C1CSC(=O)C1NC(=O)CSCC(=O)O,41.0716,0.36,0.004049224,0.00811137,0.014424539,0.024012945,0.030186022,0.041296799,0.051530905,0.046439234,0.040361156,0.033666256,0.029379478,0.026138805,0.023034735
297,Sumatriptan Succinate,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O,54.1879,0.94,0.025291964,0.041172322,0.06165552,0.07347101,0.088305435,0.100886476,0.114292842,0.087995934,0.086387033,0.070473361,0.056475047,0.056120201,0.059683541
298,Azelastine Hydrochloride,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,54.0264,11.66,0.317661001,0.402034818,0.479146383,0.512325055,0.57435345,0.636744009,0.771152159,0.710752326,0.646957846,0.59240767,0.498067888,0.419304928,0.348459874
299,Torsemide,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,58.4596,1.51,0.021766951,0.046626685,0.07865658,0.099645496,0.115406076,0.160735344,0.194044021,0.160985001,0.154668933,0.127853851,0.096639939,0.09689293,0.07957998
300,Naftopidil,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,42.0719,0,0.256577605,0.237080035,0.153254975,0.042192927,0.004126621,0.003617777,0.022438971,0.023964199,0.02070648,0.022455052,0.019745618,0.009757483,0.008170515
301,Tegaserod Maleate,CCCCCN=C(N)N/N=C/C1=CNC2=C1C=C(C=C2)OC.C(=C\C(=O)O)\C(=O)O,50.2958,2.08,0.031545979,0.072730971,0.072330265,0.105258271,0.133622208,0.153783919,0.185601991,0.169684487,0.128962731,0.11815186,0.087448773,0.052943629,0.062173656
302,Tribendimidine,CC(=NC1=CC=C(C=C1)N=CC2=CC=C(C=C2)C=NC3=CC=C(C=C3)N=C(C)N(C)C)N(C)C,43.0245,0,0.16448224,0.028788145,0.059120185,0.04599146,0.055871315,0.075479801,0.132322631,0.115763493,0.093357471,0.09036337,0.0626459,0.043309706,0.047686094
303,Sodium Risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+],44.3746,180.18,3.780233444,6.206242595,6.333123,6.382759186,6.431319411,6.480262935,6.565407062,6.598314906,6.403570031,6.388825717,6.347866566,6.311862335,6.256114726
304,Fasudil Hydrochloride,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,48.5474,0.7,0.002794043,0.013367814,0.022027666,0.029249222,0.045410676,0.168865478,0.48130267,0.475572651,0.476254757,0.476121968,0.466964989,0.461659677,0.463378445
305,Loratadine,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,49.7553,0,0.10022028,0.084183156,0.021673559,0.01682513,0.017542728,0.034319201,0.032255791,0.018398603,0.017822664,0.016712578,0.017603388,0.013235624,0.014934339
306,Balsalazide Disodium,C1=CC(=CC=C1C(=O)NCCC(=O)[O-])N=NC2=CC(=C(C=C2)[O-])C(=O)O.O.O.[Na+].[Na+],55.5078,12.37,0.24745804,0.420778482,0.595891845,0.851581621,0.939648903,1.135071216,1.337370987,1.250896748,1.175423051,1.152334319,1.088976166,0.962027635,0.842238129
307,Trimebutine Maleate Impurity,COC1=CC(=CC(=C1OC)OC)C(=O)O,44.2035,0,0.111274723,0.105696052,0.053880222,0.036282985,0.035192226,0.047286251,0.020549436,0.032861107,0.022015216,0.023929205,0.023185566,0.008213391,0.012844122
308,Epalrestat,C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)O,14.9543,1.06,0.032169917,0.032728606,0.051092955,0.06137379,0.092789461,0.13263824,0.201471356,0.164870775,0.158835142,0.14091544,0.126643975,0.107113459,0.114439691
309,Sibutramine Hydrochloride,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.O.Cl,51.6134,29.37,0.966555566,0.96612608,1.004313772,1.046449936,1.259983647,2.690680206,4.029379127,4.062079202,4.017485873,3.996728567,3.976613404,3.956043797,4.011890162
310,Doxofylline,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,54.6281,0,0.102506149,0.05128163,0.020164868,0.020964223,0.02321689,0.039083107,0.06957865,0.062323825,0.039345218,0.017668504,0.005213681,0.003812112,0.013001573
311,Uprapidil,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,50.3281,0,0.110578245,0.082725933,0.032902936,0.07073782,0.06147309,0.05364123,0.036151894,0.018804937,0.007331542,0.002560974,0.01511755,0.039639705,0.049377064
312,Bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,43.9073,0.2,0.003367323,0.005944228,0.010154446,0.015822265,0.026111619,0.039231387,0.082741235,0.070244661,0.05889577,0.051902509,0.03878873,0.033780258,0.02549484
313,Olsalazine Sodium,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+],48.6406,7.65,0.196162116,0.264708369,0.336439716,0.397944758,0.481479157,0.594357248,0.789358391,0.659582646,0.59483515,0.541863323,0.462996113,0.380501525,0.304944866
314,Itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,42.8339,0.61,0.017664511,0.025992253,0.030046314,0.043881709,0.068367268,0.090151084,0.104656021,0.092571413,0.081339702,0.070113842,0.052591793,0.030926972,0.030088992
315,Imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,47.7964,1.08,0.028664804,0.026501567,0.036250841,0.029387197,0.045242308,0.070574266,0.136525819,0.124778481,0.100603828,0.093699266,0.070453383,0.050653811,0.053492095
316,Formoterol Fumarate,C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O,47.8481,2.12,0.056258629,0.066273194,0.079948361,0.094049968,0.104679032,0.121393135,0.145321977,0.133808674,0.124169942,0.108341438,0.09829181,0.084936641,0.079852706
317,Pioglitazone Hydrochloride,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,45.1323,0.41,0.002527944,0.007510241,0.008374462,0.00993291,0.012471265,0.024948058,0.059636512,0.053598974,0.046686963,0.032115416,0.028537713,0.022506006,0.018461696
318,Doxifluridine,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,46.9149,0,0.036106285,0.027760435,0.020284655,0.017927953,0.025260415,0.030033447,0.043984071,0.060236069,0.049488592,0.0459363,0.046188206,0.056401175,0.032878873
319,Loxoprofen Sodium,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)[O-].[Na+],45.0162,21.95,0.033570651,0.786799798,4.059478266,6.877627625,11.63865805,13.91583458,14.07742586,13.70509565,13.64456626,13.52754351,13.47758732,13.41887421,13.41993672
320,Nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,49.7135,0.99,0.178767855,0.18964745,0.196265538,0.216322629,0.230618796,0.251545494,0.260794189,0.244145592,0.205055819,0.203576734,0.022026761,0.012303099,0
321,Iopromide,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,51.202,17.83,0.444575127,0.615738558,0.750266656,0.85129569,0.978050935,1.069383641,1.13392981,1.041211106,0.9596627,0.866842347,0.726576723,0.608649268,0.532863512
322,Tromethamine,C(C(CO)(CO)N)O,46.8713,0.33,0.019321984,0.02098953,0.020646962,0.018556301,0.00663197,0.021830995,0.040365684,0.024175784,0.019117318,0.015977254,0.012605924,0.004188021,0.002886305
323,Tizanidine Hydrochloride,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl,50.2694,1.35,0.009233635,0.049497126,0.070514364,0.092170552,0.107487923,0.13503197,0.176145063,0.155638202,0.168741568,0.149670034,0.125887529,0.125186434,0.114071134
324,Tirofiban Hydrochloride,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.O.Cl,57.3009,28.87,0.631322608,1.048671423,1.529893154,1.723974152,1.674871978,1.429008371,1.395507731,1.364332607,1.349001538,1.314363109,1.295392373,1.264317904,1.26913048
325,Racemid Tirofiban Hydrochloride,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.O.Cl,19.0685,87.8,1.314926111,1.50430753,1.707180858,1.771820834,1.821229234,1.867157876,1.934575682,1.881890251,1.840163323,1.802199323,1.754186545,1.687701937,1.580437291
326,Moxonidine Hydrochloride,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC.Cl.O,56.6194,0.95,0.085826507,0.089990054,0.066495323,0.037859154,0.046062024,0.063104652,0.073318312,0.058125423,0.033989151,0.028622341,0.009274498,0,0
327,Propiverine Hydrochloride,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C.Cl,50.6399,1.47,0.020203429,0.047995129,0.067366497,0.091779327,0.135563051,0.176212075,0.247919531,0.237364584,0.221184425,0.183257651,0.171196633,0.159901378,0.143369442
328,Donepezil Hydrochloride,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl,47.7914,2.95,0.09994602,0.10139087,0.094472743,0.115791034,0.131078769,0.1593716,0.207329358,0.154850212,0.130927332,0.115442214,0.094500975,0.094354361,0.085079213
329,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,43.6815,17.38,0.417370469,0.624214856,0.873361004,1.152150787,1.514336663,1.877814982,2.482857989,2.240915966,2.015939138,1.810173448,1.603131508,1.356848935,1.148697654
330,Oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,41.2491,0.35,0.020166811,0.014281522,0.025032856,0.043484521,0.048696414,0.066075443,0.092247405,0.08237726,0.080954422,0.070633733,0.061345287,0.051719397,0.043727599
331,Docetaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,47.8379,42.06,0.884172293,1.405904001,1.977519046,2.593088621,3.368503025,4.26691287,5.472801184,5.05130123,4.507804293,3.818690425,3.06922623,2.36466197,2.003431631
332,Topotecan Hydrochloride,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,48.0769,232.11,6.474141975,8.000501227,9.096755984,10.15365413,11.10054863,12.47746387,15.20219535,13.96088501,13.12007177,12.27792776,11.29781565,10.07194672,8.709236388
333,Diisopropylamine Dichloroacetate,CC(C)NC(C)C.C(C(=O)O)(Cl)Cl,47.9561,1.99,0.025279441,0.060672666,0.1011106,0.131473068,0.173628084,0.188780706,0.195443456,0.201282351,0.181960149,0.145734492,0.126764035,0.108254154,0.070888395
334,Zidovudine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],58.4681,1.29,0.024338324,0.046121199,0.063984761,0.085662605,0.087231368,0.122341385,0.179241896,0.177958958,0.134592907,0.1254554,0.102745882,0.089758792,0.066631742
335,Rosiglitazone Hydrochloride,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.Cl,48.4182,234.37,5.102617413,8.018416286,8.70464475,8.943237685,9.052840207,9.104955039,9.179848869,9.162802721,9.154198185,9.139058672,9.132185249,9.104201009,9.106418391
336,Benzbromarone,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,55.556,0,0.000838852,0.000843954,0.013421292,0.01509628,0.024236553,0.026543208,0.037954892,0.042406964,0.02612504,0.026429238,0.024855513,0.024086263,0.016577518
337,Levodropropizine,C1CN(CCN1C[C@@H](CO)O)C2=CC=CC=C2,57.8239,0.13,0.002522278,0.005042595,0.005032504,0.010212281,0.019071039,0.024334967,0.050382417,0.032826273,0.034469375,0.034557777,0.03376929,0.0294804,0.029570817
338,Butenafine Hydrochloride,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl,49.3292,0.37,0.003360399,0.006717701,0.006021192,0.003355454,0.007617251,0.01874146,0.027356765,0.02607854,0.022246897,0.018411331,0.018153754,0.018212673,0.022390579
339,Riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,51.4357,0,0.133005911,0.094274964,0.052186387,0.043774996,0.050533314,0.054738437,0.058839675,0.04875067,0.043593732,0.049658193,0.068180575,0.000749917,0.020161784
340,Candesartan Cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,51.4519,3.03,0.055560823,0.10082387,0.152658222,0.194488224,0.229073895,0.317005187,0.405961463,0.362470357,0.302273106,0.223984453,0.190411539,0.167128414,0.135510847
341,Dimefline Hydrochloride,CC1=C(OC2=C(C1=O)C=CC(=C2CN(C)C)OC)C3=CC=CC=C3.Cl,51.1315,1.65,0.044579137,0.053790201,0.067898036,0.052065305,0.057952537,0.07219542,0.101420992,0.075516936,0.056795772,0.056281015,0.048096977,0.074074587,0.069341648
342,Tolfenamic Acid,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,52.1081,0.3,0.001680437,0.002519018,0.005985422,0.003396436,0.004071412,0.009074085,0.013310886,0.012034573,0.013098254,0.008461787,0.00881196,0.011688435,0.001380623
343,Zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,58.2017,1.71,0.036256822,0.055686946,0.050462971,0.062309484,0.090041067,0.119214952,0.147891117,0.133828152,0.11365152,0.086318382,0.077278913,0.058684595,0.050457892
344,Enalapril Maleate,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O,43.6238,0.97,0.021032906,0.027770941,0.047830776,0.067153155,0.078163715,0.096471471,0.16078756,0.10242928,0.078615987,0.066339885,0.046504204,0.048636936,0.039718112
345,Bisoprolol Fumarate,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O,54.27,1.55,0.032841679,0.051396403,0.069881183,0.077930332,0.085421546,0.117996351,0.189382293,0.127877288,0.095332274,0.062264596,0.035004777,0.015948072,0.00817816
346,Amlodipine Maleate,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C(=C\C(=O)O)\C(=O)O,49.004,1.66,0.04105285,0.054434199,0.069485474,0.086216636,0.109684812,0.123955721,0.158702363,0.141799069,0.109842449,0.08253284,0.064541596,0.053727197,0.025840453
347,Bufexamac,CCCCOC1=CC=C(C=C1)CC(=O)NO,47.0259,0.21,0.052227241,0.053075945,0.024279104,0.025899007,0.02992438,0.030253919,0.036160083,0.01241711,0.011789019,0.011886296,0.012678215,0.004141233,0.013431906
348,Felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,53.814,0.6,0.010489039,0.013631444,0.02346467,0.01782574,0.037210636,0.046961731,0.061070027,0.052287597,0.026713126,0.016102075,0.024196307,0.011087422,0.015270953
349,Sodium Methyl Parahydroxylbenzoate,COC(=O)C1=CC=C(C=C1)[O-].[Na+],50.4805,144.78,0.420651386,4.851693475,12.30293522,19.20565121,20.03351119,20.19116468,20.45719823,20.24890279,20.03346921,20.0865349,19.87655539,19.82318829,19.94573989
350,Loxapine Succinate,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,54.932,1.68,0.035845636,0.059992228,0.072974771,0.102406088,0.147350978,0.187536155,0.129198669,0.117220046,0.106075466,0.100140301,0.084696712,0.052737514,0.026527443
351,Flumazenil,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,50.5998,0,0.111752606,0.11281708,0.057152811,0.034797729,0.031357959,0.043434135,0.059420582,0.076747728,0.043185921,0.018170931,0.001968975,0.001053356,5.50E-06
352,Alfuzosin Hydrochloride,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl,42.909,3.84,0.089338604,0.118859579,0.152086862,0.16467782,0.184051705,0.225972788,2.619914714,2.391045787,2.203240044,2.035753917,1.81670568,1.778840713,1.658112351
353,Carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,46.4798,0.82,0.03269251,0.035725543,0.039167927,0.04652841,0.046893468,0.058052985,0.049571641,0.039515007,0.029527194,0.030052719,0.008521312,0.007353212,0
354,Bezafibrate,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,51.5856,1.08,0.03259733,0.03328485,0.050662377,0.058205569,0.081784243,0.092352577,0.121949823,0.105254421,0.092290538,0.084536208,0.074467739,0.059858385,0.090367062
355,Sodium Acetate,CC(=O)[O-].[Na+],48.739,3.77,0.3342745,0.495338847,4.741816414,10.54401479,16.15911019,22.49046925,46.87729312,49.51996462,50.77913276,51.13653119,51.05260648,50.89225124,48.92703486
356,Lacidipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,52.2084,0.32,0.017858889,0.02322451,0.027136535,0.028401235,0.040963415,0.099760396,0.133392509,0.082588176,0.040585453,0.011057486,0.005258512,0.005727942,0.013461397
357,Nicergoline,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,50.0084,0.48,0.044139744,0.032720792,0.067206754,0.044450275,0.093961534,0.087254506,0.147448789,0.092398789,0.109186455,0.073638261,0.058310464,0.032621726,0.021471926
358,Vincamine,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O,53.9597,1.37,0.042971203,0.052412588,0.064845047,0.084899216,0.11314719,0.142543985,0.183029517,0.143569879,0.126850053,0.107217189,0.100346456,0.076499174,0.075204762
